name,price,comnum,link
 青少年学Python,62.4,765,http://product.dangdang.com/25297440.html
 包邮 [套装书]Python数据分析与挖掘实战（第2版）+利用Python进行数|8065135,134.6,9,http://product.dangdang.com/1551925245.html
 Python编程指南——语法基础、网络爬虫、数据可视化与项目实战,69.0,28,http://product.dangdang.com/27943495.html
 人工智能开发语言——Python,39.0,126,http://product.dangdang.com/26511189.html
 Head First Python(第二版),96.0,3850,http://product.dangdang.com/25216230.html
 Python程序设计——从基础入门到实战应用,56.5,30,http://product.dangdang.com/27909161.html
 Python数据分析与应用：从数据获取到可视化,39.7,55,http://product.dangdang.com/26917322.html
 基于Python语言的Selenium自动化测试,63.0,138,http://product.dangdang.com/28510823.html
 Python Web自动化测试设计与实现,62.4,224,http://product.dangdang.com/26917182.html
 Python 并行编程手册,46.4,65,http://product.dangdang.com/25262468.html
 Python语言程序设计教程,44.6,9,http://product.dangdang.com/28473843.html
 Python设计模式,77.4,195,http://product.dangdang.com/26315940.html
 贝叶斯方法 概率编程与贝叶斯推断,46.6,3053,http://product.dangdang.com/24162475.html
 Python生物信息学数据管理,54.5,657,http://product.dangdang.com/24172474.html
 中学生Python与micro：bit机器人程序设计,38.7,0,http://product.dangdang.com/28537075.html
 基于Python的金融分析与风险管理 斯文著 科技金融大数据风控金融分析师教程量化交易金融市场技术分,59.0,3,http://product.dangdang.com/1530233055.html
 精通Python编程两件套：Python编程从入门到实践+Python数据结构与算法分析 *二2版,84.0,0,http://product.dangdang.com/1583821825.html
 Python数据分析案例教程,40.0,0,http://product.dangdang.com/28531404.html
 Python树莓派编程,38.7,616,http://product.dangdang.com/24102279.html
 从零起步学编程 Python篇+Java篇+C#篇+CSS篇 套装全4册,75.0,404,http://product.dangdang.com/27941713.html
 零基础学编程：树莓派和Python,38.7,227,http://product.dangdang.com/25300454.html
 深度学习:从Python到TensorFlow应用实战,55.1,0,http://product.dangdang.com/28540092.html
 Python爬虫开发 从入门到实战 微课版 微课版Python爬虫 案例丰富 讲解详细,39.84,2,http://product.dangdang.com/1227867015.html
 Python机器学习算法: 原理、实现与案例,54.5,62,http://product.dangdang.com/28472307.html
 Python 3.0科学计算指南,54.5,163,http://product.dangdang.com/25299664.html
 Python Web开发从入门到精通,86.1,0,http://product.dangdang.com/28542171.html
 Python数据分析基础教程：NumPy学习指南(第2版),38.7,966,http://product.dangdang.com/23399185.html
 Python自然语言处理与开发,70.3,0,http://product.dangdang.com/28513272.html
 毫无障碍学Python,29.0,1879,http://product.dangdang.com/25180878.html
 Python安全实践——PythonHacking,28.5,22,http://product.dangdang.com/27931218.html
 Python编程自学手册,52.5,0,http://product.dangdang.com/28525603.html
 Python强化学习实战：应用OpenAI Gym和TensorFlow精通强化学习和深度强化学习,54.5,260,http://product.dangdang.com/26435983.html
 Selenium 3+Python 3自动化测试项目实战：从菜鸟到高手,46.6,288,http://product.dangdang.com/27932001.html
 Python GUI设计——tkinter菜鸟编程,54.5,259,http://product.dangdang.com/27912538.html
 Python入门到人工智能实战,61.1,1,http://product.dangdang.com/28538961.html
 Python深度学习TensorFlow与PyTorch套装 套装共2册,115.9,0,http://product.dangdang.com/28515498.html
 Python基础与大数据应用,57.3,11,http://product.dangdang.com/28493571.html
 Python 3.5从零开始学,46.6,2878,http://product.dangdang.com/25123327.html
 Python编程从0到1（视频教学版）,62.4,57,http://product.dangdang.com/27928867.html
 Python基础教程,34.3,0,http://product.dangdang.com/28538091.html
 Python微控制器编程从零开始 使用MicroPython,39.3,291,http://product.dangdang.com/25330163.html
 Python基础教程第3版 Python编程从入门到实践 head first python学习手册 零基础入门学习P,75.63,11,http://product.dangdang.com/1363187797.html
 Python与开源GIS：数据处理、空间分析与地图制图,85.3,175,http://product.dangdang.com/28487364.html
 Python数据分析与可视化从入门到精通,61.1,1,http://product.dangdang.com/28528261.html
 Python数据分析从入门到精通,68.3,0,http://product.dangdang.com/28539609.html
 Python数据科学零基础一本通,101.9,0,http://product.dangdang.com/28540080.html
 Python Docker实战,41.2,107,http://product.dangdang.com/27890372.html
 OpenCV算法精解：基于Python与C++,62.4,1400,http://product.dangdang.com/25182999.html
 Python数据分析与数据化运营,78.2,1200,http://product.dangdang.com/25200787.html
 Python游戏设计案例实战,47.2,48,http://product.dangdang.com/28474181.html
 Python金融衍生品大数据分析：建模、模拟、校准与对冲,78.2,2000,http://product.dangdang.com/25107163.html
 python程序设计简明教程,36.3,0,http://product.dangdang.com/28536409.html
 Python语言程序设计,42.8,0,http://product.dangdang.com/28536433.html
 Python程序设计基础,37.2,0,http://product.dangdang.com/28536411.html
 Python程序设计教程,25.7,64,http://product.dangdang.com/26920760.html
 OpenCV轻松入门：面向Python,78.2,571,http://product.dangdang.com/27876020.html
 Python数据挖掘入门与实践 第2版,62.4,0,http://product.dangdang.com/28529103.html
 Python自动化测试实战,53.4,251,http://product.dangdang.com/28496655.html
 Python经典实例,109.8,129,http://product.dangdang.com/26913257.html
 Python深度学习 deep learning with python中文版人工智能机器学习神经网络编程书籍,82.8,111,http://product.dangdang.com/1017539815.html
 Python计算机视觉编程【陈熙霖作序推荐！ Amazon.com计算机视觉类图书卖的很好的作品！】,54.5,2234,http://product.dangdang.com/23492776.html
 Python自动化运维快速入门,44.5,328,http://product.dangdang.com/27304507.html
 Python编程双子星：像计算机科学家一样思考Python+Python cookbook 第3三版,78.5,0,http://product.dangdang.com/1578979225.html
 Python编程快速上手:让繁琐工作自动化 (美)斯维加特(Al Sweigart) 著;王海鹏 译,48.2,65,http://product.dangdang.com/1432293292.html
 Python科学计算（原书第2版）,70.3,70,http://product.dangdang.com/27919788.html
 Python程序设计基础,39.0,39,http://product.dangdang.com/27860191.html
 Python量化交易：策略、技巧与实战,49.5,303,http://product.dangdang.com/27914999.html
 Python量化交易实战,62.4,565,http://product.dangdang.com/26485746.html
 Python数据爬取技术与实战手册,41.2,171,http://product.dangdang.com/25343936.html
 Python入门三剑客：零基础编程+数据分析+机器学习（套装共3册）,185.3,80,http://product.dangdang.com/410271151.html
 Python编程导论 第2版,54.5,1137,http://product.dangdang.com/25249180.html
 数据结构和算法 Python和C++语言描述,44.5,1,http://product.dangdang.com/28530454.html
 Python语言程序设计,39.0,44,http://product.dangdang.com/26910215.html
 Python编程入门（第3版）【学习Python基础知识的不二选择，Python程序员必备的参考指南！】,30.8,1370,http://product.dangdang.com/23365275.html
 Python程序设计案例教程——从入门到机器学习（微课版）,47.6,134,http://product.dangdang.com/25344268.html
 Python程序设计与科学计算,38.7,71,http://product.dangdang.com/27902771.html
 自动化测试实战宝典：Robot Framework + Python从小工到专家,54.5,61,http://product.dangdang.com/28520424.html
 写给系统管理员的Python脚本编程指南,34.5,43,http://product.dangdang.com/28510035.html
 Python机器学习和图像处理实战 面部识别、目标检测和模式识别,55.1,60,http://product.dangdang.com/28500317.html
 Python自动化测试实战,41.1,475,http://product.dangdang.com/27856966.html
 给Python点颜色 青少年学编程,29.9,358,http://product.dangdang.com/27918348.html
 Python机器学习实战案例,26.9,0,http://product.dangdang.com/28530821.html
 大话Python机器学习,70.9,809,http://product.dangdang.com/27874150.html
 小天才学Python（教学指导）,33.1,303,http://product.dangdang.com/26918605.html
 Python数据挖掘方法及应用,46.9,69,http://product.dangdang.com/26917225.html
 Python网络编程 第3版,62.4,886,http://product.dangdang.com/24034842.html
 实战Python网络爬虫,78.2,428,http://product.dangdang.com/27872249.html
 Python 3 面向对象编程（第2版）,78.2,886,http://product.dangdang.com/25301983.html
 Python数据分析实战,30.8,232,http://product.dangdang.com/26488845.html
 Python数据分析、挖掘与可视化（慕课版）,47.7,63,http://product.dangdang.com/28499341.html
 大数据分析：Python爬虫、数据清洗和数据可视化,45.1,82,http://product.dangdang.com/28510863.html
 Python算法详解,34.5,630,http://product.dangdang.com/27880576.html
 Effective Python:编写高质量Python代码的59个有效方法,46.6,2049,http://product.dangdang.com/23895603.html
 高顿财经 Python 金融编程 快速入门与项目实操 金融从业参考书 Python编程从入门到金融实践,39.0,30,http://product.dangdang.com/28507371.html
 Python大数据与机器学习实战,70.2,0,http://product.dangdang.com/28532827.html
 Python机器学习 预测分析核心算法,54.5,3392,http://product.dangdang.com/24159761.html
 Python入门与实战,21.6,45,http://product.dangdang.com/27853902.html
 Python深度学习：基于TensorFlow,62.4,1103,http://product.dangdang.com/25479613.html
 深入浅出Python机器学习,52.1,1671,http://product.dangdang.com/25314043.html
 笨办法学Python 3 +Excel图表/公式/函数/数据分析从新手到高手（2016全彩畅销升级版）,99.3,22,http://product.dangdang.com/410271487.html
 Python量化交易,78.2,513,http://product.dangdang.com/27870346.html
 Python从菜鸟到高手,96.7,3749,http://product.dangdang.com/25333314.html
 编程的乐趣 用Python解算法谜题,29.5,387,http://product.dangdang.com/27872613.html
 Python高效开发实战——Django、Tornado、Flask、Twisted（第2版）,78.2,647,http://product.dangdang.com/26438448.html
 Python参考手册 第4版 修订版,70.3,1537,http://product.dangdang.com/24047813.html
 Python机器学习——数据分析与评分卡建模（微课版）,33.8,233,http://product.dangdang.com/27862921.html
 Python算法教程,54.5,4826,http://product.dangdang.com/23834026.html
 Python 3.6从入门到精通（视频教学版）,86.5,77,http://product.dangdang.com/25572687.html
 Python 3.7网络爬虫快速入门,33.8,24,http://product.dangdang.com/27949731.html
 Python基础视频教程,29.5,19,http://product.dangdang.com/28498897.html
 Python 3.7编程快速入门,46.6,154,http://product.dangdang.com/26488843.html
 Python机器学习核心算法编程实例,46.0,4,http://product.dangdang.com/28520543.html
 Python 3.7从入门到精通（视频教学版）,70.3,107,http://product.dangdang.com/27940113.html
 从零开始学Python数据分析（视频教学版）,54.5,1063,http://product.dangdang.com/25329248.html
 Python机器学习,62.4,283,http://product.dangdang.com/26514294.html
 量化投资：以Python为工具,74.3,3951,http://product.dangdang.com/24169768.html
 Python深度学习：基于PyTorch,70.3,383,http://product.dangdang.com/28475338.html
 Python程序员面试算法宝典,51.3,962,http://product.dangdang.com/25351230.html
 Python 3.7从零开始学,62.4,820,http://product.dangdang.com/25351140.html
 Python从入门到项目实战（全程视频版）,49.9,0,http://product.dangdang.com/28539201.html
 Python项目案例开发从入门到实战——爬虫、游戏和机器学习,63.0,1026,http://product.dangdang.com/26436548.html
 Python期货量化交易实战 基于python的金融分析 金融大数据书 量化交易实战教程书籍程序化交,29.5,6,http://product.dangdang.com/1571270045.html
 Python基础教程 第3版+Office 2016实战技巧精粹辞典（全技巧视频版）,166.0,11,http://product.dangdang.com/410271462.html
 Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,54.5,3048,http://product.dangdang.com/25107201.html
 Python密码学编程 第2版,44.5,1,http://product.dangdang.com/28528805.html
 经济金融数据分析及其Python应用,45.0,124,http://product.dangdang.com/26509242.html
 小小的Python编程故事,34.5,3311,http://product.dangdang.com/26475567.html
 Python数据分析入门——从数据获取到可视化,46.6,933,http://product.dangdang.com/25247679.html
 全国计算机等级考试二级教程——Python语言程序设计(2020年版),39.0,199,http://product.dangdang.com/28507823.html
 Python高效开发实战——Django、Tornado、Flask、Twisted,52.5,1535,http://product.dangdang.com/24058511.html
 Python机器学习及实践---- 从零开始通往Kaggle竞赛之路,38.7,1279,http://product.dangdang.com/24043260.html
 贝叶斯思维 统计建模的Python学习法,38.7,4495,http://product.dangdang.com/23667149.html
 Python核心技术实战详解,44.5,72,http://product.dangdang.com/28480249.html
 父与子的编程之旅：与小卡特一起学Python,54.4,6806,http://product.dangdang.com/23598327.html
 Python网络爬虫开发从入门到精通,61.1,51,http://product.dangdang.com/28496650.html
 Python金融实战,62.4,841,http://product.dangdang.com/25107103.html
 数据结构与算法：Python语言实现,96.7,1512,http://product.dangdang.com/25340656.html
 深入理解Python特性,38.7,238,http://product.dangdang.com/27882547.html
 Python数据结构与算法分析 第2版,62.4,283,http://product.dangdang.com/27926611.html
 物联网应用设计与实战：基于AVR单片机和Python,46.6,112,http://product.dangdang.com/26440992.html
 Python 3学习笔记（上卷）,52.5,1753,http://product.dangdang.com/25218055.html
 Python数据分析与实践,59.0,46,http://product.dangdang.com/27903708.html
 [北京发货] Python参考手册（第4版·修订版）程序设计算法Python基础教程核心编程经典著作,44.5,4,http://product.dangdang.com/1230357597.html
 Python Qt GUI与数据可视化编程 pyqt5教程书籍 pyqt5快速开发与实战Qt5 GU,49.5,3,http://product.dangdang.com/1521341625.html
 机器学习入门：基于数学原理的Python实战,53.4,194,http://product.dangdang.com/28511988.html
 Python3爬虫实战：数据清洗、数据分析与可视化,47.2,381,http://product.dangdang.com/27931341.html
 Python数据分析基础,54.5,1993,http://product.dangdang.com/25139426.html
 Python与量化投资：从基础到实战,78.2,1815,http://product.dangdang.com/25248716.html
 Python程序设计 第3版,54.5,2213,http://product.dangdang.com/25218232.html
 Python 快速入门 第3版,44.5,437,http://product.dangdang.com/27903882.html
 青少年Python编程入门,35.5,815,http://product.dangdang.com/27869934.html
 像计算机科学家一样思考Python 第2版,38.7,2791,http://product.dangdang.com/24003387.html
 Python程序设计（第2版）,49.0,571,http://product.dangdang.com/23969371.html
 Python数据分析与数据化运营 第2版,101.9,958,http://product.dangdang.com/27884912.html
 Python快乐编程——网络爬虫,49.8,193,http://product.dangdang.com/27943496.html
 Python编程基础与案例集锦（中学版）,43.5,147,http://product.dangdang.com/26922174.html
 Python编程锦囊（全彩版）,39.9,65,http://product.dangdang.com/28485449.html
 Python自动化运维实战,39.5,2,http://product.dangdang.com/28530456.html
 Python数据处理,78.2,1352,http://product.dangdang.com/25107100.html
 Python数据可视化之matplotlib精进,40.7,520,http://product.dangdang.com/27862869.html
 Python地理空间分析指南（第2版）,62.4,1328,http://product.dangdang.com/24242810.html
 用Python写网络爬虫 第2版,38.7,2595,http://product.dangdang.com/25303745.html
 SQLAlchemy Python数据库实战 第2版,46.6,86,http://product.dangdang.com/27921631.html
 Python数据科学手册,86.1,2619,http://product.dangdang.com/25228733.html
 潘石屹推荐 玩着也能学Python,44.0,309,http://product.dangdang.com/28496564.html
 Python入门经典,30.8,789,http://product.dangdang.com/23584027.html
 Python从入门到项目实践（全彩版）,49.9,137,http://product.dangdang.com/28486024.html
 跟我一起玩Python编程(共2册):教孩子快速掌握编程技巧,19.9,762,http://product.dangdang.com/28488756.html
 Python袖珍指南（第五版）,30.0,1109,http://product.dangdang.com/23617285.html
 Python编程 从入门到实践+Excel 2016实战技巧精粹辞典（全技巧视频版）,149.8,142,http://product.dangdang.com/410271467.html
 Python程序设计基础,25.0,124,http://product.dangdang.com/23766083.html
 Python数据分析与大数据处理从入门到精通,69.0,229,http://product.dangdang.com/28476522.html
 Python程序员面试宝典 剑指offer,70.9,818,http://product.dangdang.com/27852134.html
 Python编程三剑客 Python编程从入门到实践+Python编程快速上手+Python极客项目,113.5,1,http://product.dangdang.com/1579361305.html
 你也能看得懂的Python算法书,46.6,3798,http://product.dangdang.com/25579993.html
 Python人脸识别：从入门到工程实践,54.5,851,http://product.dangdang.com/27859582.html
 Python数字信号处理应用,35.5,469,http://product.dangdang.com/25232652.html
 深度学习入门 基于Python的理论与实现,39.6,5694,http://product.dangdang.com/25307675.html
 MINECRAFT编程：使用Python语言玩转我的世界,69.6,0,http://product.dangdang.com/28535346.html
 Python 网络爬虫从入门到精通,62.4,317,http://product.dangdang.com/27873714.html
 Python程序设计与算法基础教程（第2版）-微课版,59.0,135,http://product.dangdang.com/27890373.html
 Python数据可视化：基于Bokeh的可视化绘图,62.4,173,http://product.dangdang.com/28492768.html
 计算思维与Python编程,39.5,1,http://product.dangdang.com/28528807.html
 未来教育2020年3月全国计算机等级考试二级Python上机考试题库,51.1,823,http://product.dangdang.com/28485743.html
 Python期货量化交易实战,29.5,27,http://product.dangdang.com/28522315.html
 人工智能+机器人入门与实战 用树莓派+Python+OpenCV制作计算机视觉机器人,34.5,0,http://product.dangdang.com/28537600.html
 Python基础实例教程（普通高等教育“十三五”规划教材（计算机专业群））,25.4,30,http://product.dangdang.com/26916240.html
 Python趣味编程与精彩实例,41.2,39,http://product.dangdang.com/28512724.html
 Python函数式编程 第2版,62.4,108,http://product.dangdang.com/28477907.html
 Python数据可视化编程实战 第2版,54.5,716,http://product.dangdang.com/25339887.html
 Python网络爬虫从入门到实践 第2版,54.5,444,http://product.dangdang.com/27882003.html
 从零开始学Python数据分析与挖掘,59.6,727,http://product.dangdang.com/25535018.html
 Python自然语言处理实战：核心技术与算法,54.5,2016,http://product.dangdang.com/25286117.html
 Python 3标准库,157.2,1297,http://product.dangdang.com/25534855.html
 精通Python设计模式 第2版,38.7,457,http://product.dangdang.com/28514904.html
 Python编程从入门到实践 Python语言程序设计基础 python3数据分析实战 计算机编程入门python网络,65.0,92,http://product.dangdang.com/1281255890.html
 python在机器学习中的应用,63.0,492,http://product.dangdang.com/27874149.html
 Python数据分析实战 第2版,54.5,107,http://product.dangdang.com/28490262.html
 Python设计模式 第2版,30.8,705,http://product.dangdang.com/25113288.html
 Python编程三剑客：Python编程从入门到实践+Python编程快速上手+Python极客项目编程（套装共3册，,156.6,0,http://product.dangdang.com/28534461.html
 机器学习线性代数基础：Python语言描述,38.0,1142,http://product.dangdang.com/27921482.html
 小天才学Python,28.4,663,http://product.dangdang.com/26918604.html
 Python机器学习实践指南,54.5,6728,http://product.dangdang.com/25066760.html
 Python渗透测试编程技术：方法与实践,54.5,560,http://product.dangdang.com/26482920.html
 Python网络编程(Linux),37.9,248,http://product.dangdang.com/25340081.html
 Python编程 从入门到实践,65.0,131615,http://product.dangdang.com/24003310.html
 Python编程快速上手 让繁琐工作自动化（Python3编程从入门到实践 新手学习必备用书）,34.5,28400,http://product.dangdang.com/23997502.html
 对比Excel，轻松学习Python数据分析,43.6,13218,http://product.dangdang.com/26512595.html
 DK编程真好玩：9岁开始学Python,116.8,3699,http://product.dangdang.com/27940162.html
 Python Qt GUI与数据可视化编程,78.2,1385,http://product.dangdang.com/27918134.html
 利用Python进行数据分析（原书第2版）,88.0,16190,http://product.dangdang.com/25312917.html
 Python基础教程（第3版）,66.4,19035,http://product.dangdang.com/25218035.html
 Python从小白到大牛,67.3,4696,http://product.dangdang.com/25574315.html
 零基础入门学习Python（第2版）-微课视频版,60.6,3185,http://product.dangdang.com/27865271.html
 Python核心编程 第3版,49.5,23064,http://product.dangdang.com/23961748.html
 Python学习手册（原书第5版）,162.0,4423,http://product.dangdang.com/25576578.html
 Python编程从数据分析到机器学习实践（微课视频版）,49.9,24,http://product.dangdang.com/28517948.html
 Python编程从零基础到项目实战（微课视频版）,39.9,5715,http://product.dangdang.com/25479735.html
 Python 3网络爬虫开发实战,66.4,12503,http://product.dangdang.com/25249602.html
 Python神经网络编程,34.5,9818,http://product.dangdang.com/25251315.html
 疯狂Python讲义,59.0,6673,http://product.dangdang.com/25580336.html
 Python爬虫技术——深入理解原理、技术与开发,67.3,47,http://product.dangdang.com/28510027.html
 基于Python的大数据分析基础及实战,52.7,5703,http://product.dangdang.com/25307829.html
 Python网络爬虫权威指南 第2版,62.4,2159,http://product.dangdang.com/27857494.html
 基于Python的金融分析与风险管理,59.0,2928,http://product.dangdang.com/27943466.html
 笨办法学Python 3,29.5,11813,http://product.dangdang.com/25286312.html
 Python Cookbook（第3版）中文版,54.0,9511,http://product.dangdang.com/23690527.html
 Python语言程序设计基础（第2版）,39.0,2362,http://product.dangdang.com/24189864.html
 Python机器学习手册：从数据预处理到深度学习,52.5,1186,http://product.dangdang.com/27902091.html
 Python编程无师自通 专业程序员的养成,46.6,1614,http://product.dangdang.com/26440157.html
 Python项目开发案例集锦（全彩版）,64.0,150,http://product.dangdang.com/28486019.html
 Python编程（第四版）,154.2,8354,http://product.dangdang.com/23617284.html
 教孩子学编程 Python语言版,29.5,14676,http://product.dangdang.com/23928893.html
 流畅的Python,93.2,6361,http://product.dangdang.com/25071121.html
 Python统计分析,62.4,1406,http://product.dangdang.com/26184453.html
 Python真好玩：教孩子学编程,69.5,1036,http://product.dangdang.com/27919783.html
 Python从入门到精通,60.3,1172,http://product.dangdang.com/25535707.html
 Python编程从入门到精通 项目开发视频学习版,62.4,2760,http://product.dangdang.com/25536364.html
 Python数据可视化之美：专业图表绘制指南（全彩）,76.1,3,http://product.dangdang.com/28527228.html
 Python少儿趣味编程,34.5,362,http://product.dangdang.com/28475333.html
 Python网络爬虫从入门到实践,62.4,588,http://product.dangdang.com/27912459.html
 Python数据可视化之matplotlib实践,46.6,1280,http://product.dangdang.com/25339676.html
 精通Python爬虫框架Scrapy,46.6,6513,http://product.dangdang.com/25227022.html
 趣学Python编程,35.5,2919,http://product.dangdang.com/23426467.html
 图解Python--轻松快速掌握实力派脚本语言精华,35.0,1015,http://product.dangdang.com/27931595.html
 Python快乐编程基础入门（21世纪高等学校计算机专业实用规划教材）,49.5,5509,http://product.dangdang.com/27921598.html
 Python 3爬虫、数据清洗与可视化实战,38.7,1809,http://product.dangdang.com/25253348.html
 Python绝技：运用Python成为顶级黑客,62.4,5235,http://product.dangdang.com/23839735.html
 Python深度学习,94.0,5536,http://product.dangdang.com/25324199.html
 Python编程之美：最佳实践指南,70.3,949,http://product.dangdang.com/25336768.html
 Python自然语言处理,70.3,5464,http://product.dangdang.com/23503127.html
 python编程从入门到精通 Python网络爬虫核心编程数据分析语言程序设计 电脑计算机编程零基础书籍 小甲鱼,44.0,77,http://product.dangdang.com/27928049.html
 Python数学编程,29.5,210,http://product.dangdang.com/28505393.html
 Python数据分析与挖掘实战（第2版）,62.4,364,http://product.dangdang.com/28481513.html
 Python极客项目编程,54.5,1107,http://product.dangdang.com/25060153.html
 零基础学Python（全彩版）,39.9,318,http://product.dangdang.com/28486010.html
 Python游戏编程入门,24.5,2911,http://product.dangdang.com/23628345.html
 零基础轻松学Python,29.5,1901,http://product.dangdang.com/27876895.html
 Python机器学习基础教程,62.4,4462,http://product.dangdang.com/25232007.html
 Python 3反爬虫原理与绕过实战,70.3,683,http://product.dangdang.com/28508464.html
 Python 3快速入门与实战,54.5,268,http://product.dangdang.com/27939404.html
 Python高性能编程,62.4,1565,http://product.dangdang.com/25098886.html
 Python金融大数据挖掘与分析全流程详解,70.9,605,http://product.dangdang.com/27924642.html
 Python 黑帽子：黑客与渗透测试编程之道,43.4,4506,http://product.dangdang.com/23754436.html
 Python游戏编程快速上手 第4版,54.5,1354,http://product.dangdang.com/25173882.html
